APARTMENT,T9_00,T9_15,9.30,9.45,10.00,10.15,10.30,10.45,11.00,11.15,11.30,11.45,12.00,12.15,12.30,12.45,1.00,1.15,1.30,1.45,2.00,2.15,2.30,2.45,3.00,15min INTERVALS,Column1
2A -LG01 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2A -LG01 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,1,
MERGED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,1,1
2A -LG02 A,0,0,0,0,0,0,0,0,0,0,1,4,6,9,9,0,0,0,0,0,0,19,53,59,63,8,
2A -LG02 B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,1,
MERGED,0,0,0,0,0,0,0,0,0,0,1,4,6,9,9,0,0,0,0,0,0,19,53,59,63,8,8
2A -LG03,0,0,0,8,14,18,22,25,30,32,37,40,44,36,2,0,0,0,0,0,0,0,0,0,0,11,
MERGED,0,0,0,8,14,18,22,25,30,32,37,40,44,36,2,0,0,0,0,0,0,0,0,0,0,11,11
2A -LG04,0,0,0,0,0,0,0,0,0,0,2,6,11,17,10,0,0,0,0,0,0,0,0,0,0,4,
MERGED,0,0,0,0,0,0,0,0,0,0,2,6,11,17,10,0,0,0,0,0,0,0,0,0,0,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
